id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage
11285,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016,Casual
32007,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual
53030,Women,Apparel,Saree,Sarees,Multi,Fall,2012,Ethnic
37575,Girls,Apparel,Socks,Booties,Green,Summer,2012,Casual
45155,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
4272,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011,Formal
21410,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual
15625,Men,Apparel,Topwear,Sweatshirts,Grey,Summer,2012,Casual
57656,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017,Casual
33313,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual
41733,Women,Footwear,Shoes,Heels,Grey,Winter,2012,Casual
39629,Men,Footwear,Shoes,Casual Shoes,Purple,Summer,2012,Casual
25276,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual
4888,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual
11043,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual
5166,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual
14531,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual
20704,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2011,Casual
52324,Women,Accessories,Jewellery,Bangle,Black,Winter,2016,Casual
45393,Women,Footwear,Shoes,Flats,Maroon,Spring,2013,Casual
7631,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011,Sports
46516,Men,Accessories,Watches,Watches,Blue,Winter,2016,Formal
22053,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011,Ethnic
23181,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal
43858,Women,Accessories,Jewellery,Earrings,Green,Summer,2012,Ethnic
28569,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual
50473,Men,Apparel,Innerwear,Briefs,Red,Winter,2016,Casual
34136,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual
55101,Women,Personal Care,Skin Care,Face Moisturisers,Silver,Spring,2017,Casual
31444,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Sports
8679,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
3291,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Casual
43064,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
30596,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Sports
2343,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Casual
27521,Women,Footwear,Shoes,Heels,White,Winter,2015,Casual
13714,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual
16054,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Casual
22261,Women,Footwear,Shoes,Heels,Multi,Winter,2012,Casual
29689,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual
7403,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual
19820,Men,Apparel,Topwear,Sweaters,Green,Winter,2016,Casual
46724,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual
34304,Women,Accessories,Stoles,Stoles,Off White,Summer,2012,Ethnic
17186,Men,Apparel,Topwear,Shirts,Maroon,Winter,2016,Casual
50641,Men,Apparel,Innerwear,Innerwear Vests,Grey,Winter,2016,Casual
16868,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
55333,Women,Personal Care,Hair,Hair Colour,Burgundy,Spring,2017,Casual
43256,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic
9599,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Formal
2171,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Casual
33121,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual
25044,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Sports
14703,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Formal
20536,Women,Accessories,Belts,Belts,Blue,Winter,2015,Casual
5354,Men,Footwear,Shoes,Sports Shoes,Grey,,2011,Sports
37581,Girls,Apparel,Bottomwear,Shorts,Green,Summer,2012,Casual
44073,Men,Personal Care,Fragrance,Perfume and Body Mist,Grey,Spring,2017,Casual
25878,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual
4286,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011,Casual
36453,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports
52116,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual
47292,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual
34760,Women,Accessories,Bags,Handbags,Lime Green,Summer,2015,Casual
50225,Women,Accessories,Belts,Belts,Brown,Summer,2012,Casual
16430,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
8813,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual
22605,Unisex,Accessories,Headwear,Caps,Blue,Fall,2011,Sports
7067,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2011,Sports
27377,Men,Apparel,Topwear,Tshirts,Beige,Fall,2011,Casual
54685,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012,Ethnic
43632,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual
31212,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Casual
49308,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual
12090,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011,Ethnic
19478,Men,Accessories,Socks,Socks,Blue,Summer,2016,Casual
25420,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2013,Casual
11615,Women,Apparel,Topwear,Kurtas,Green,Summer,2011,Ethnic
32497,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual
58874,Men,Accessories,Ties,Ties,Navy Blue,Summer,2012,Casual
57000,Women,Footwear,Shoes,Flats,White,Winter,2012,Casual
36037,Unisex,Accessories,Bags,Handbags,Beige,Summer,2012,Casual
41959,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual
39843,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual
14367,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual
38991,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
20152,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual
5730,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
44417,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal
41357,Men,Apparel,Bottomwear,Jeans,NA,Fall,2016,Casual
25612,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual
11427,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual
14969,Men,Accessories,Wallets,Wallets,Brown,Fall,2011,Formal
33777,Unisex,Accessories,Socks,Socks,White,Summer,2012,Casual
40285,Unisex,Footwear,Sandal,Sandals,Green,Spring,2013,Casual
15087,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual
36205,Boys,Apparel,Topwear,Shirts,White,Summer,2012,Casual
5502,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
44625,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012,Sports
53692,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual
20360,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
50017,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016,Casual
27979,Men,Apparel,Innerwear,Briefs,White,Winter,2016,Casual
6387,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2011,Sports
34552,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual
7255,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports
16602,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual
49906,Unisex,Accessories,Watches,Watches,Yellow,Winter,2016,Casual
28931,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual
43400,Men,Accessories,Socks,Socks,Multi,Summer,2012,Casual
2727,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual
27145,Women,Apparel,Innerwear,Bra,White,Summer,2012,Casual
13370,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual
18798,Unisex,Accessories,Bags,Handbags,Beige,Summer,2010,Casual
55565,Women,Personal Care,Fragrance,Deodorant,Red,Spring,2017,Casual
31020,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual
40418,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual
53833,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2012,Ethnic
38502,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012,Casual
44884,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
32038,Men,Accessories,Socks,Socks,Grey,Summer,2016,Casual
36498,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic
32804,Women,Footwear,Shoes,Heels,Purple,Winter,2012,Casual
59535,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual
29642,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Formal
3854,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual
51758,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual
18939,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual
2986,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Casual
28790,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual
8480,Women,Apparel,Dress,Dresses,Cream,Fall,2011,Casual
3068,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual
9552,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports
17971,Men,Footwear,Sandal,Sandals,Black,Fall,2011,Casual
48675,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual
42941,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual
22098,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012,Casual
29470,Men,Accessories,Watches,Watches,Silver,Winter,2016,Smart Casual
43893,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual
6728,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
26438,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual
35813,Women,Footwear,Shoes,Heels,Black,Summer,2012,Casual
49595,Women,Footwear,Shoes,Heels,Multi,Winter,2015,Casual
9760,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual
2388,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual
23976,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal
48447,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
54018,Women,Accessories,Bags,Handbags,Teal,Summer,2012,Casual
5991,Men,Apparel,Topwear,Shirts,Green,Summer,2011,Casual
11088,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual
4843,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports
37778,Men,Apparel,Topwear,Shirts,Beige,Summer,2012,Casual
59707,Women,Apparel,Innerwear,Briefs,Black,Summer,2012,Casual
45358,Women,Footwear,Shoes,Heels,Brown,Summer,2016,Casual
30905,Women,Apparel,Bottomwear,Salwar,Maroon,Summer,2012,Ethnic
34599,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual
26860,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual
29014,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual
30139,Women,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual
48023,Women,Accessories,Watches,Watches,Orange,Winter,2016,Casual
18753,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual
47857,Women,Accessories,Bags,Handbags,Charcoal,Summer,2012,Casual
46985,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual
19681,Women,Apparel,Topwear,Tops,Olive,Summer,2011,Casual
42519,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual
51932,Women,Accessories,Bags,Handbags,Black,Summer,2016,Casual
15870,Unisex,Footwear,Shoes,Casual Shoes,Blue,Spring,2013,Casual
39286,Men,Footwear,Sandal,Sandals,Tan,Summer,2018,Casual
59363,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic
21279,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
53659,Women,Accessories,Bags,Handbags,Grey,Summer,2012,Casual
56119,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017,Casual
21877,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic
38166,Women,Accessories,Eyewear,Sunglasses,White,Winter,2016,Casual
24539,Women,Apparel,Topwear,Kurtis,Red,Fall,2011,Ethnic
37912,Women,Apparel,Dress,Dresses,Orange,Summer,2012,Casual
56925,Women,Footwear,Shoes,Heels,Multi,Winter,2012,Casual
39888,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
41992,Boys,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual
20199,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011,Casual
47259,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016,Casual
17529,Unisex,Accessories,Headwear,Caps,Black,Fall,2011,Sports
29226,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual
12867,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual
35679,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012,Casual
13189,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports
18561,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015,Casual
9136,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports
48211,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
7890,Men,Apparel,Bottomwear,Track Pants,Brown,Fall,2011,Casual
50028,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Black,Winter,2015,Casual
28132,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual
27946,Men,Apparel,Innerwear,Trunk,Black,Summer,2016,Casual
26894,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual
49939,Men,Apparel,Topwear,Tshirts,Grey,Summer,2016,Casual
31823,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual
2718,Girls,Apparel,Topwear,Tops,Red,Summer,2011,Casual
54488,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual
46971,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual
19675,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual
49105,Women,Personal Care,Makeup,Kajal and Eyeliner,Black,Spring,2017,Casual
8222,Men,Accessories,Bags,Backpacks,Red,Winter,2016,Casual
39272,Men,Footwear,Shoes,Casual Shoes,Olive,Winter,2018,Casual
15884,Unisex,Footwear,Shoes,Casual Shoes,Brown,Winter,2013,Casual
11418,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual
14956,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
33748,Women,Apparel,Topwear,Tunics,Black,Summer,2012,Casual
58245,Women,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
36834,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012,Casual
39040,Men,Accessories,Cufflinks,Cufflinks,Gold,Summer,2012,Formal
59999,Women,Footwear,Shoes,Heels,Bronze,Winter,2015,Casual
21883,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic
20951,Men,Footwear,Sandal,Sandals,Red,Fall,2011,Casual
38192,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual
41966,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
14358,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual
44428,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013,Formal
57803,Women,Personal Care,Makeup,Highlighter and Blush,Beige,Spring,2017,Casual
13941,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual
28300,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016,Casual
7058,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Sports
12893,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011,Formal
18595,Men,Accessories,Wallets,Wallets,Black,Fall,2011,Casual
27348,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual
7864,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2011,Formal
44870,Men,Apparel,Bottomwear,Shorts,Red,Summer,2012,Casual
52915,Women,Apparel,Saree,Sarees,White,Summer,2012,Ethnic
39424,Men,Apparel,Topwear,Tshirts,Red,Winter,2016,Casual
20509,Women,Accessories,Bags,Handbags,Teal,Winter,2015,Casual
33922,Women,Accessories,Watches,Watches,Blue,Winter,2016,Casual
24995,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual
25847,Women,Apparel,Topwear,Kurtis,Pink,Summer,2012,Ethnic
52129,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
2972,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual
28764,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic
49753,Men,Accessories,Ties,Ties,Black,Summer,2012,Formal
16857,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
31649,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal
8474,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual
19023,Women,Footwear,Shoes,Heels,Silver,Winter,2015,Casual
13519,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011,Casual
17985,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011,Casual
43269,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic
48681,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012,Casual
46529,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual
55902,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017,Casual
43867,Women,Accessories,Jewellery,Earrings,White,Summer,2012,Ethnic
28556,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
34109,Girls,Apparel,Topwear,Tops,Blue,Summer,2012,Casual
19211,Men,Accessories,Belts,Belts,Brown,Summer,2011,Casual
22850,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual
49561,Women,Accessories,Bags,Clutches,Black,Summer,2012,Casual
8646,Men,Accessories,Eyewear,Sunglasses,Yellow,Winter,2016,Casual
9794,Unisex,Accessories,Bags,Backpacks,Green,Fall,2011,Casual
23982,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal
34935,Women,Apparel,Topwear,Dupatta,Purple,Summer,2012,Ethnic
57669,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017,NA
39616,Women,Footwear,Shoes,Casual Shoes,Yellow,Winter,2015,Casual
25249,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual
10992,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual
58621,Women,Accessories,Jewellery,Earrings,Multi,Winter,2016,Casual
11840,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2012,Casual
58681,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic
53269,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual
59753,Women,Apparel,Innerwear,Briefs,White,Summer,2014,Casual
1559,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Travel
4817,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports
42129,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports
12659,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual
34995,Women,Apparel,Saree,Sarees,Green,Summer,2012,Ethnic
18363,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual
30509,Women,Apparel,Innerwear,Bra,Beige,Summer,2017,Casual
42915,Women,Accessories,Belts,Belts,Grey,Summer,2012,Casual
46589,Women,Footwear,Shoes,Heels,Gold,Spring,2013,Casual
54870,Women,Accessories,Jewellery,Necklace and Chains,Gold,Summer,2013,Casual
19083,Women,Apparel,Topwear,Kurtas,Off White,Fall,2011,Ethnic
17925,Women,Apparel,Bottomwear,Capris,Blue,Fall,2011,Casual
9506,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal
48621,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual
29616,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012,Formal
3800,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual
47669,Women,Accessories,Scarves,Scarves,Maroon,Summer,2012,Casual
33982,Women,Apparel,Bottomwear,Stockings,Black,Summer,2012,Casual
59561,Men,Accessories,Jewellery,Ring,Steel,Summer,2013,Casual
32850,Women,Footwear,Shoes,Heels,Grey,Winter,2012,Casual
4219,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual
24109,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2012,Casual
53867,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual
39484,Unisex,Accessories,Bags,Backpacks,Yellow,Winter,2018,Casual
56529,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual
45902,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
9162,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual
48245,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual
3458,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
12833,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual
29272,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual
51368,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual
59105,Men,Apparel,Topwear,Rain Jacket,Blue,Fall,2012,Casual
56971,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual
32408,Unisex,Footwear,Flip Flops,Flip Flops,Red,Summer,2012,Casual
59939,Men,Footwear,Shoes,Casual Shoes,Blue,Spring,2013,Casual
36894,Women,Accessories,Watches,Watches,Green,Winter,2016,Casual
10758,Girls,Footwear,Shoes,Casual Shoes,Blue,Winter,2012,Casual
37946,Women,Apparel,Topwear,Tunics,Mustard,Summer,2012,Casual
40028,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual
38132,Unisex,Accessories,Bags,Backpacks,Red,Summer,2015,Casual
45768,Women,Personal Care,Fragrance,Deodorant,Blue,Spring,2017,Casual
15018,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual
15824,Men,Apparel,Innerwear,Innerwear Vests,Orange,Summer,2016,Casual
38300,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
18707,Women,Apparel,Innerwear,Briefs,Pink,Winter,2015,Casual
9350,Men,Accessories,Socks,Socks,White,Fall,2011,Casual
48077,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual
51966,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Summer,2017,Casual
8282,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual
6318,Unisex,Footwear,Flip Flops,Flip Flops,Red,Summer,2012,Casual
30951,Women,Apparel,Topwear,Tops,Black,Summer,2012,Ethnic
28192,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual
49999,Women,Apparel,Innerwear,Bra,White,Winter,2015,Sports
29040,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual
31883,Women,Accessories,Stoles,Stoles,Mustard,Summer,2012,Ethnic
9196,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports
43659,Women,Apparel,Dress,Dresses,Pink,Summer,2012,Casual
13129,Men,Footwear,Sandal,Sandals,Brown,Fall,2012,Casual
19413,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Casual
7830,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports
49363,Men,Footwear,Shoes,Casual Shoes,Beige,Summer,2012,Casual
31279,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual
17589,Men,Accessories,Eyewear,Sunglasses,Black,Summer,2017,Sports
28354,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
13915,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
29286,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual
52519,Women,Apparel,Loungewear and Nightwear,Baby Dolls,White,Winter,2015,Casual
39828,Men,Footwear,Sandal,Sandals,Black,Summer,2013,Casual
56985,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual
4689,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Sports
57857,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual
20139,Women,Apparel,Topwear,Shirts,Brown,Fall,2011,Casual
58023,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual
39014,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual
24599,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual
20905,Women,Footwear,Shoes,Heels,Bronze,Winter,2015,Casual
58211,Women,Apparel,Bottomwear,Patiala,Red,Fall,2012,Ethnic
5569,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2011,Sports
25679,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual
39226,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual
14902,Women,Accessories,Wallets,Wallets,Black,Summer,2011,Casual
57259,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual
30199,Unisex,Accessories,Bags,Backpacks,Black,Spring,2013,Casual
48083,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual
49151,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017,Casual
29888,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
8276,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
51992,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2017,Casual
46925,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual
19621,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual
34539,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal
27912,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal
28166,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual
31877,Women,Apparel,Saree,Sarees,Green,Summer,2012,Ethnic
58675,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic
11814,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic
15488,Women,Footwear,Shoes,Flats,Tan,Winter,2012,Casual
33378,Women,Accessories,Bags,Clutches,Black,Fall,2012,Casual
5931,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual
11028,Women,Apparel,Topwear,Tunics,Blue,Fall,2011,Casual
39642,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual
49535,Women,Accessories,Bags,Clutches,Brown,Summer,2012,Casual
8612,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual
26498,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual
19245,Men,Apparel,Topwear,Jackets,Blue,Fall,2011,Casual
34961,Women,Apparel,Saree,Sarees,Beige,Summer,2012,Ethnic
2328,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Casual
22038,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011,Ethnic
55956,Women,Personal Care,Eyes,Mascara,Black,Summer,2019,Casual
54884,Women,Accessories,Jewellery,Necklace and Chains,Red,Fall,2012,Casual
6788,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual
50418,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual
